# x_m, y_m, w_tr_right_m, w_tr_left_m
0.0, 0.0, 1.1, 1.1
0.35593551059453804, 0.0463851454448782, 1.1, 1.1
0.7118879569361611, 0.09266487304035513, 1.1, 1.1
1.0678567649317399, 0.13884162268219905, 1.1, 1.1
1.4238414322497916, 0.1849178342661782, 1.1, 1.1
1.7798415283204878, 0.23089587592641445, 1.1, 1.1
2.135856479050691, 0.27677811579703804, 1.1, 1.1
2.491885853870565, 0.32256685025052456, 1.1, 1.1
2.84792900692535, 0.36826466270592656, 1.1, 1.1
3.203985579406848, 0.4138737777740816, 1.1, 1.1
3.5600549254602916, 0.45939663535076614, 1.1, 1.1
3.9161366862774907, 0.5048356035701023, 1.1, 1.1
4.272230287765307, 0.550193122327858, 1.1, 1.1
4.628335227592276, 0.5954715597581471, 1.1, 1.1
4.984451003426904, 0.640673283995108, 1.1, 1.1
5.340577112937718, 0.6858006631728627, 1.1, 1.1
5.696713125554873, 0.730856137187171, 1.1, 1.1
6.0528583236619715, 0.7758420024105168, 1.1, 1.1
6.409012420212454, 0.8207607705003147, 1.1, 1.1
6.76517484111319, 0.8656148095906866, 1.1, 1.1
7.121345084032705, 0.9104064160541164, 1.1, 1.1
7.47752257487787, 0.9551379580247343, 1.1, 1.1
7.833706883078865, 0.9998120189215762, 1.1, 1.1
8.189897506304183, 1.0444307515938582, 1.1, 1.1
8.546093942222358, 1.0889967394606166, 1.1, 1.1
8.902295616740258, 1.1335122071327053, 1.1, 1.1
9.258502171049702, 1.1779796662675222, 1.1, 1.1
9.614712887534262, 1.2224014132375596, 1.1, 1.1
9.970927479147393, 1.2667798879385772, 1.1, 1.1
10.327145300034335, 1.3111175302663354, 1.1, 1.1
10.683365847863605, 1.3554165648316963, 1.1, 1.1
11.03958869206536, 1.3996795750536875, 1.1, 1.1
11.395813330308115, 1.4439087855431634, 1.1, 1.1
11.75203918849875, 1.4881066361958921, 1.1, 1.1
12.1082657643058, 1.5322755669076338, 1.1, 1.1
12.464492627159402, 1.5764178740508803, 1.1, 1.1
12.820719202966451, 1.6205360692830295, 1.1, 1.1
13.176945061157086, 1.6646323772149194, 1.1, 1.1
13.533169627638204, 1.7087093812656189, 1.1, 1.1
13.88939240007832, 1.752769234284311, 1.1, 1.1
14.245612876145938, 1.7968145196900567, 1.1, 1.1
14.60183062527124, 1.8408476056169691, 1.1, 1.1
14.958045073361095, 1.884870788437541, 1.1, 1.1
15.314255718084016, 1.928886436285894, 1.1, 1.1
15.670462057108539, 1.9728970608194427, 1.1, 1.1
16.026663588103165, 2.0169049584106626, 1.1, 1.1
16.38285988049806, 2.0609125689553136, 1.1, 1.1
16.739050288438456, 2.104922260587535, 1.1, 1.1
17.09523445311616, 2.148936401441447, 1.1, 1.1
17.451411728676412, 2.192957359651173, 1.1, 1.1
17.807581756311002, 2.2369875751124813, 1.1, 1.1
18.16374389016518, 2.281029415959501, 1.1, 1.1
18.519897771430745, 2.325085250326346, 1.1, 1.1
18.876042754252914, 2.369157518108785, 1.1, 1.1
19.23217840806187, 2.4132485874409566, 1.1, 1.1
19.588304230526134, 2.4573607546953276, 1.1, 1.1
19.944419647552564, 2.501496531529313, 1.1, 1.1
20.30052430033297, 2.5456582860770425, 1.1, 1.1
20.65661754301258, 2.589848314710992, 1.1, 1.1
21.01270167196391, 2.6340670480010058, 1.1, 1.1
21.36878680557819, 2.6783088885391515, 1.1, 1.1
21.7248841386713, 2.7225675213010976, 1.1, 1.1
22.0810052248673, 2.7668362724543067, 1.1, 1.1
22.43716147426699, 2.811108755212802, 1.1, 1.1
22.79336415344784, 2.855378367505693, 1.1, 1.1
23.149624744272337, 2.8996387225470017, 1.1, 1.1
23.505954585079554, 2.9438832182658294, 1.1, 1.1
23.862365085970342, 2.988105467876216, 1.1, 1.1
24.218867728807087, 3.0322988693072532, 1.1, 1.1
24.575473780167307, 3.076456964011334, 1.1, 1.1
24.932194721913426, 3.12057322167919, 1.1, 1.1
25.289041892384603, 3.1646411837632304, 1.1, 1.1
25.6460267016816, 3.208654391715815, 1.1, 1.1
26.00316055990522, 3.2526062434660696, 1.1, 1.1
26.36045480539458, 3.296490280466363, 1.1, 1.1
26.71792092001216, 3.3402999724074585, 1.1, 1.1
27.075380073750612, 3.3844488816215876, 1.1, 1.1
27.428725419705145, 3.438022964654656, 1.1, 1.1
27.770155821735298, 3.5182648213583034, 1.1, 1.1
28.0917268357053, 3.6427340945104176, 1.1, 1.1
28.385495165665528, 3.8289738499500245, 1.1, 1.1
28.644467568020556, 4.0842203161861805, 1.1, 1.1
28.864224243352762, 4.3877773644344, 1.1, 1.1
